place_id,name,business_status,geometry,user_ratings_total,rating,types,vicinity,permanently_closed,lat,lng
ChIJn7eRlG0Z2jERiJCPCXV34G0,Neu Age Clinic,OPERATIONAL,"{'location': {'lat': 1.2789165, 'lng': 103.8407211}, 'viewport': {'northeast': {'lat': 1.280273780291502, 'lng': 103.8420889802915}, 'southwest': {'lat': 1.277575819708498, 'lng': 103.8393910197085}}}",4.0,4.8,"['hospital', 'health', 'point_of_interest', 'establishment']",13 Bukit Pasoh Road,,1.2789165,103.8407211
ChIJ1WxMlW8Z2jERlkpUYbEJYFw,Singapore General Hospital,OPERATIONAL,"{'location': {'lat': 1.279677, 'lng': 103.835984}, 'viewport': {'northeast': {'lat': 1.28536995, 'lng': 103.8419793}, 'southwest': {'lat': 1.27514135, 'lng': 103.8280189}}}",612.0,3.4,"['hospital', 'health', 'point_of_interest', 'establishment']",Outram Road,,1.279677,103.835984
ChIJW2SbyW8Z2jERraUbj9kNJUU,SGH Block 4,OPERATIONAL,"{'location': {'lat': 1.2795343, 'lng': 103.8353008}, 'viewport': {'northeast': {'lat': 1.280723430291502, 'lng': 103.8365757302915}, 'southwest': {'lat': 1.278025469708498, 'lng': 103.8338777697085}}}",38.0,3.6,"['hospital', 'health', 'point_of_interest', 'establishment']","1 Hospital Drive, Outram Road",,1.2795343,103.8353008
ChIJJ6iyvHEZ2jERO8USAeSSZ7s,National Heart Centre Singapore,OPERATIONAL,"{'location': {'lat': 1.2785753, 'lng': 103.8361084}, 'viewport': {'northeast': {'lat': 1.280156380291502, 'lng': 103.8374195302915}, 'southwest': {'lat': 1.277458419708498, 'lng': 103.8347215697085}}}",189.0,4.0,"['hospital', 'health', 'point_of_interest', 'establishment']",5 Hospital Drive,,1.2785753,103.8361084
ChIJL9gO7IkZ2jERbdezQC9PENQ,Diagnostic Radiology Department,OPERATIONAL,"{'location': {'lat': 1.277657, 'lng': 103.8354837}, 'viewport': {'northeast': {'lat': 1.279153330291502, 'lng': 103.8367807802915}, 'southwest': {'lat': 1.276455369708498, 'lng': 103.8340828197085}}}",2.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","10 Hospital Boulevard, Singapore",,1.277657,103.8354837
ChIJV9yYHJwZ2jER-eZ3nnZ-Qrk,SGH Health Development Fund,OPERATIONAL,"{'location': {'lat': 1.277657, 'lng': 103.8354837}, 'viewport': {'northeast': {'lat': 1.279153330291502, 'lng': 103.8367807802915}, 'southwest': {'lat': 1.276455369708498, 'lng': 103.8340828197085}}}",,,"['hospital', 'health', 'point_of_interest', 'establishment']","10 Hospital Boulevard, Level 6, Singapore",,1.277657,103.8354837
ChIJT0-U76EZ2jERNxe3TLhAxmU,SNEC Community Eye Clinic,OPERATIONAL,"{'location': {'lat': 1.2797007, 'lng': 103.8384383}, 'viewport': {'northeast': {'lat': 1.280981530291502, 'lng': 103.8397691802915}, 'southwest': {'lat': 1.278283569708498, 'lng': 103.8370712197085}}}",3.0,4.3,"['hospital', 'health', 'point_of_interest', 'establishment']","3 Second Hospital Avenue, Health Promotion Board",,1.2797007,103.8384383
ChIJOTESzlAZ2jER_RXJCqO4rL8,Singapore General Hospital Block 2 & 3,OPERATIONAL,"{'location': {'lat': 1.2784612, 'lng': 103.8346289}, 'viewport': {'northeast': {'lat': 1.279787730291502, 'lng': 103.8360052302915}, 'southwest': {'lat': 1.277089769708498, 'lng': 103.8333072697085}}}",35.0,2.8,"['hospital', 'health', 'point_of_interest', 'establishment']","Blk 3, Level 1, Singapore General Hospital, Outram Road",,1.2784612,103.8346289
ChIJocZ9GAAZ2jERsAyCaXDssRk,AscendCare Medical Clinic (CHAS/STD/HIV),OPERATIONAL,"{'location': {'lat': 1.2750074, 'lng': 103.8421186}, 'viewport': {'northeast': {'lat': 1.276246130291502, 'lng': 103.8434465302915}, 'southwest': {'lat': 1.273548169708498, 'lng': 103.8407485697085}}}",31.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","11 Kee Seng Street, #01-02 Onze@Tanjong Pagar",,1.2750074,103.8421186
ChIJjekKXQAZ2jERXJ0E0cTmEA8,SGH Emergency / NNI Building,OPERATIONAL,"{'location': {'lat': 1.277455, 'lng': 103.8335609}, 'viewport': {'northeast': {'lat': 1.278633180291502, 'lng': 103.8351248302915}, 'southwest': {'lat': 1.275935219708498, 'lng': 103.8324268697085}}}",6.0,4.3,"['hospital', 'health', 'point_of_interest', 'establishment']",1 Hospital Boulevard,,1.277455,103.8335609
ChIJ9b8dWjUZ2jERx6y1GaemTf4,Medic Surgical & Laser Clinic,OPERATIONAL,"{'location': {'lat': 1.2748632, 'lng': 103.8426344}, 'viewport': {'northeast': {'lat': 1.276212180291502, 'lng': 103.8439833802915}, 'southwest': {'lat': 1.273514219708498, 'lng': 103.8412854197085}}}",9.0,3.0,"['hospital', 'health', 'point_of_interest', 'establishment']","Block 1 Tanjong Pagar Plaza, #01-28, Singapore",,1.2748632,103.8426344
ChIJt40n0HgZ2jERQ1YwgjhwMnM,PULSE CLINIC Singapore | A Lifestyle Clinic,OPERATIONAL,"{'location': {'lat': 1.2790171, 'lng': 103.8417675}, 'viewport': {'northeast': {'lat': 1.280341080291502, 'lng': 103.8431443302915}, 'southwest': {'lat': 1.277643119708498, 'lng': 103.8404463697085}}}",133.0,4.8,"['doctor', 'hospital', 'health', 'point_of_interest', 'establishment']","118A Neil Road, Singapore",,1.2790171,103.8417675
ChIJ4wyt4G8Z2jER23I8T9tFIiQ,Hospital Grub,OPERATIONAL,"{'location': {'lat': 1.2794968, 'lng': 103.8346293}, 'viewport': {'northeast': {'lat': 1.280971180291502, 'lng': 103.8357231802915}, 'southwest': {'lat': 1.278273219708498, 'lng': 103.8330252197085}}}",1.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","1 Hospital Drive, Singapore",,1.2794968,103.8346293
ChIJ_4Qtr3EZ2jEREV_KHf2cEEg,"SNEC Retina Centre, DMC",OPERATIONAL,"{'location': {'lat': 1.2807292, 'lng': 103.8366871}, 'viewport': {'northeast': {'lat': 1.282052680291502, 'lng': 103.8381626302915}, 'southwest': {'lat': 1.279354719708498, 'lng': 103.8354646697085}}}",10.0,2.9,"['hospital', 'health', 'point_of_interest', 'establishment']","17 Third Hospital Avenue, #02-00 Diabetes & Metabolism Centre",,1.2807292,103.8366871
ChIJ_9SSQmsZ2jERdlVG5EE3iYQ,MHC Medical Centre (Amara),OPERATIONAL,"{'location': {'lat': 1.2747431, 'lng': 103.8435647}, 'viewport': {'northeast': {'lat': 1.276069230291502, 'lng': 103.8450267802915}, 'southwest': {'lat': 1.273371269708498, 'lng': 103.8423288197085}}}",3846.0,4.6,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","100 Tras Street #14-01, #100AM",,1.2747431,103.8435647
ChIJv-s_XecZ2jERT6TXJ3FIzpc,BK @ BW AESTHETIC CLINIC,OPERATIONAL,"{'location': {'lat': 1.2749455, 'lng': 103.8434094}, 'viewport': {'northeast': {'lat': 1.276216230291502, 'lng': 103.8447335802915}, 'southwest': {'lat': 1.273518269708498, 'lng': 103.8420356197085}}}",26.0,4.0,"['hospital', 'doctor', 'health', 'store', 'point_of_interest', 'establishment']","100 Tras Street #04-12, #100AM",,1.2749455,103.8434094
ChIJie6-A2sZ2jERzu2nw-uh-6Q,Citymed Health Associates Pte Ltd,OPERATIONAL,"{'location': {'lat': 1.2729042, 'lng': 103.8422086}, 'viewport': {'northeast': {'lat': 1.274237980291502, 'lng': 103.8435165302915}, 'southwest': {'lat': 1.271540019708498, 'lng': 103.8408185697085}}}",21.0,3.4,"['hospital', 'health', 'point_of_interest', 'establishment']","19 Keppel Road, Singapore",,1.2729042,103.8422086
ChIJ2VzqOGwZ2jER5s2ywTd6A3s,The Pinnacle Medical Aesthetics & Wellness,OPERATIONAL,"{'location': {'lat': 1.276612, 'lng': 103.840361}, 'viewport': {'northeast': {'lat': 1.277937730291502, 'lng': 103.8416529302915}, 'southwest': {'lat': 1.275239769708498, 'lng': 103.8389549697085}}}",,,"['hospital', 'health', 'point_of_interest', 'establishment']","120 Cantonment Road, Marine House, Singapura",,1.276612,103.840361
ChIJJRaVGEQb2jER9Jr4OdkG2v8,Ei8ht Medical Aesthetics Clinic (International Plaza),OPERATIONAL,"{'location': {'lat': 1.2756998, 'lng': 103.8458098}, 'viewport': {'northeast': {'lat': 1.277000980291502, 'lng': 103.8473554802915}, 'southwest': {'lat': 1.274303019708498, 'lng': 103.8446575197085}}}",38.0,4.2,"['hospital', 'health', 'point_of_interest', 'establishment']","10 Anson Road, #36-09 International Plaza",,1.2756998,103.8458098
ChIJmcd7r0gZ2jERCpuymCBjtgY,Cheongdam Aesthetics Clinic (International Plaza),OPERATIONAL,"{'location': {'lat': 1.2756998, 'lng': 103.8458098}, 'viewport': {'northeast': {'lat': 1.277000980291502, 'lng': 103.8473554802915}, 'southwest': {'lat': 1.274303019708498, 'lng': 103.8446575197085}}}",241.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","10 Anson Road, #02-35 International Plaza",,1.2756998,103.8458098
ChIJ-35JyyYZ2jERXIx7HA-6rSI,NC Rejuve Care Centre @ Tanjong Pagar 诚德中医产康管理中心 by Nature Concept T&CM Specialist (诚德新加坡丹戎巴葛分院),OPERATIONAL,"{'location': {'lat': 1.2775362, 'lng': 103.8443443}, 'viewport': {'northeast': {'lat': 1.278891880291502, 'lng': 103.8456553802915}, 'southwest': {'lat': 1.276193919708498, 'lng': 103.8429574197085}}}",9.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","73 Tras Street, #01-01",,1.2775362,103.8443443
ChIJAQBQVGAU2jERTH2_VPLZkKg,TLM Foot-Knee-Back-Arm Orthotics Center (Tanjong Pagar),OPERATIONAL,"{'location': {'lat': 1.2742752, 'lng': 103.8456739}, 'viewport': {'northeast': {'lat': 1.275728980291502, 'lng': 103.8468994302915}, 'southwest': {'lat': 1.273031019708498, 'lng': 103.8442014697085}}}",4.0,4.3,"['hospital', 'health', 'point_of_interest', 'establishment']","79 Anson Road, #21-01",,1.2742752,103.8456739
ChIJAQAAMEMa2jERMi1SHxqCLGU,Body with Soul,OPERATIONAL,"{'location': {'lat': 1.2742752, 'lng': 103.8456739}, 'viewport': {'northeast': {'lat': 1.275728980291502, 'lng': 103.8468994302915}, 'southwest': {'lat': 1.273031019708498, 'lng': 103.8442014697085}}}",2.0,3.0,"['physiotherapist', 'hospital', 'health', 'point_of_interest', 'establishment']","79 Anson Road, #22-01",,1.2742752,103.8456739
ChIJ7SGSjmwZ2jER7dh29ZQNoDg,Tanjong Pagar Medical Clinic,OPERATIONAL,"{'location': {'lat': 1.2760564, 'lng': 103.8431094}, 'viewport': {'northeast': {'lat': 1.277119130291502, 'lng': 103.8445308802915}, 'southwest': {'lat': 1.274421169708498, 'lng': 103.8418329197085}}}",53.0,3.1,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","1 Tanjong Pagar Plaza, #01-06",,1.2760564,103.8431094
ChIJT4eoCpYZ2jERDkgoy92CL_Y,"SKY Medical @100AM - GP, Health Screening, Vaccines, Acupuncture",OPERATIONAL,"{'location': {'lat': 1.2749455, 'lng': 103.8434094}, 'viewport': {'northeast': {'lat': 1.276216230291502, 'lng': 103.8447335802915}, 'southwest': {'lat': 1.273518269708498, 'lng': 103.8420356197085}}}",43.0,5.0,"['hospital', 'doctor', 'local_government_office', 'health', 'point_of_interest', 'establishment']","100 Tras Street, Mall, #04-02 100AM",,1.2749455,103.8434094
ChIJr77GKG0Z2jERxgPmV2VYI0E,Medical Aesthetics Spa,OPERATIONAL,"{'location': {'lat': 1.2777378, 'lng': 103.8440661}, 'viewport': {'northeast': {'lat': 1.279066080291502, 'lng': 103.8455299802915}, 'southwest': {'lat': 1.276368119708498, 'lng': 103.8428320197085}}}",,,"['spa', 'hospital', 'health', 'point_of_interest', 'establishment']","68 Tras Street, Singapore",,1.2777378,103.8440661
ChIJdZjraLQZ2jERBFVa4bs3EIE,Beacon Medical Clinic Tanjong Pagar,OPERATIONAL,"{'location': {'lat': 1.277063, 'lng': 103.84324}, 'viewport': {'northeast': {'lat': 1.278330530291502, 'lng': 103.8445054802915}, 'southwest': {'lat': 1.275632569708498, 'lng': 103.8418075197085}}}",185.0,4.9,"['hospital', 'health', 'point_of_interest', 'establishment']","7 Tanjong Pagar Plaza, #02-103",,1.277063,103.84324
ChIJrUsdetAZ2jERqp5_BM__bzw,Allergy Test Singapore Clinic,OPERATIONAL,"{'location': {'lat': 1.2739669, 'lng': 103.8444453}, 'viewport': {'northeast': {'lat': 1.275311030291502, 'lng': 103.8457060802915}, 'southwest': {'lat': 1.272613069708498, 'lng': 103.8430081197085}}}",2.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","72 Anson Road, #01-02 Anson House",,1.2739669,103.8444453
ChIJ38KQjBEZ2jER8AEtiQFizjk,Health Screening Singapore (Anson Road) | 新加坡健康检查与体检中心,OPERATIONAL,"{'location': {'lat': 1.2739669, 'lng': 103.8444453}, 'viewport': {'northeast': {'lat': 1.275311030291502, 'lng': 103.8457060802915}, 'southwest': {'lat': 1.272613069708498, 'lng': 103.8430081197085}}}",1091.0,4.9,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","72 Anson Road, #01-02 Anson House",,1.2739669,103.8444453
ChIJtbdJM40Z2jERO_t2EH2o8tM,ATA Medical Clinic (Tanjong Pagar) - Travel Clinic & Health Screening in Singapore,OPERATIONAL,"{'location': {'lat': 1.2739669, 'lng': 103.8444453}, 'viewport': {'northeast': {'lat': 1.275466380291502, 'lng': 103.8458266802915}, 'southwest': {'lat': 1.272768419708498, 'lng': 103.8431287197085}}}",2287.0,4.9,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","72 Anson Road, #01-02 Anson House",,1.2739669,103.8444453
ChIJ9b8dWjUZ2jERx6y1GaemTf4,Medic Surgical & Laser Clinic,OPERATIONAL,"{'location': {'lat': 1.2748632, 'lng': 103.8426344}, 'viewport': {'northeast': {'lat': 1.276212180291502, 'lng': 103.8439833802915}, 'southwest': {'lat': 1.273514219708498, 'lng': 103.8412854197085}}}",9.0,3.0,"['hospital', 'health', 'point_of_interest', 'establishment']","Block 1 Tanjong Pagar Plaza, #01-28, Singapore",,1.2748632,103.8426344
ChIJh2hyrPwZ2jERgULQrFmvz5c,Halo Clinic | Skin Aesthetics Medical Clinic 御来光,OPERATIONAL,"{'location': {'lat': 1.278464, 'lng': 103.8434019}, 'viewport': {'northeast': {'lat': 1.279826180291502, 'lng': 103.8447140302915}, 'southwest': {'lat': 1.277128219708498, 'lng': 103.8420160697085}}}",48.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","47A Duxton Road, Singapore",,1.278464,103.8434019
ChIJocZ9GAAZ2jERsAyCaXDssRk,AscendCare Medical Clinic (CHAS/STD/HIV),OPERATIONAL,"{'location': {'lat': 1.2750074, 'lng': 103.8421186}, 'viewport': {'northeast': {'lat': 1.276246130291502, 'lng': 103.8434465302915}, 'southwest': {'lat': 1.273548169708498, 'lng': 103.8407485697085}}}",31.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","11 Kee Seng Street, #01-02 Onze@Tanjong Pagar",,1.2750074,103.8421186
ChIJRUlZLfUZ2jERdEgW72g8PVk,The Clinic Group @ Capital Tower,OPERATIONAL,"{'location': {'lat': 1.2777366, 'lng': 103.8476215}, 'viewport': {'northeast': {'lat': 1.278924180291502, 'lng': 103.8488690802915}, 'southwest': {'lat': 1.276226219708498, 'lng': 103.8461711197085}}}",41.0,4.4,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","168 Robinson Road, #02-02 Capital Tower",,1.2777366,103.8476215
ChIJNUBGox4Z2jERYXbsFWNuE9s,Raffles Medical CapitaSky,OPERATIONAL,"{'location': {'lat': 1.2772952, 'lng': 103.8480306}, 'viewport': {'northeast': {'lat': 1.278679230291502, 'lng': 103.8493227302915}, 'southwest': {'lat': 1.275981269708498, 'lng': 103.8466247697085}}}",59.0,4.1,"['hospital', 'health', 'point_of_interest', 'establishment']","79 Robinson Road, #01-04, CapitaSky",,1.2772952,103.8480306
ChIJuy8Bi3AZ2jERTvUEuouxpag,The Aesthetics Firm,OPERATIONAL,"{'location': {'lat': 1.2781335, 'lng': 103.8476584}, 'viewport': {'northeast': {'lat': 1.279542830291502, 'lng': 103.8489090302915}, 'southwest': {'lat': 1.276844869708498, 'lng': 103.8462110697085}}}",121.0,4.8,"['hospital', 'spa', 'health', 'point_of_interest', 'establishment']","160 Robinson Road, #05-01 SBF Center Medical Suites",,1.2781335,103.8476584
ChIJ8wn8SBIZ2jERW6Bud5vZ6_c,Healthway Medical (Corporate Office),OPERATIONAL,"{'location': {'lat': 1.2768774, 'lng': 103.8483682}, 'viewport': {'northeast': {'lat': 1.278158730291502, 'lng': 103.8498272802915}, 'southwest': {'lat': 1.275460769708498, 'lng': 103.8471293197085}}}",3.0,3.7,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","6 Shenton Way, #10-09 OUE Downtown 2",,1.2768774,103.8483682
ChIJnTRd5gkZ2jERPxHZimMzfIk,RapiDr Singapore,OPERATIONAL,"{'location': {'lat': 1.278037, 'lng': 103.8479783}, 'viewport': {'northeast': {'lat': 1.279526780291502, 'lng': 103.8493295802915}, 'southwest': {'lat': 1.276828819708498, 'lng': 103.8466316197085}}}",38.0,4.8,"['hospital', 'health', 'point_of_interest', 'establishment']","160 Robinson Road, #14-04 SBF Center",,1.278037,103.8479783
ChIJOxwFxcoZ2jEROqSciqCtFRU,V Medical Aesthetics & Laser Clinic (Tanjong Pagar),OPERATIONAL,"{'location': {'lat': 1.2782794, 'lng': 103.847904}, 'viewport': {'northeast': {'lat': 1.279665930291502, 'lng': 103.8492777802915}, 'southwest': {'lat': 1.276967969708498, 'lng': 103.8465798197085}}}",598.0,4.9,"['hospital', 'store', 'spa', 'health', 'point_of_interest', 'establishment']","160 Robinson Road, #05-10 SBF Center",,1.2782794,103.847904
ChIJS7OZJHkZ2jERhIQRzbFxKIk,TAF Clinic | Men's Health Clinic In Singapore,OPERATIONAL,"{'location': {'lat': 1.2782794, 'lng': 103.847904}, 'viewport': {'northeast': {'lat': 1.279665930291502, 'lng': 103.8492777802915}, 'southwest': {'lat': 1.276967969708498, 'lng': 103.8465798197085}}}",44.0,5.0,"['hospital', 'health', 'point_of_interest', 'establishment']","160 Robinson Road #05-05, SBF Center, 160 Robinson Road, #05-05 Medical Suites",,1.2782794,103.847904
ChIJ7TvccWUZ2jERavPmqsId1bM,SBF Medical Suites,OPERATIONAL,"{'location': {'lat': 1.2782794, 'lng': 103.847904}, 'viewport': {'northeast': {'lat': 1.279665930291502, 'lng': 103.8492777802915}, 'southwest': {'lat': 1.276967969708498, 'lng': 103.8465798197085}}}",3.0,3.7,"['hospital', 'health', 'point_of_interest', 'establishment']","160 Robinson Road, Singapore",,1.2782794,103.847904
